"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,3.167884,2.175454,3.796493,
200802,3.788968,2.099253,2.926801,
200803,3.769591,2.288272,3.067231,
200804,3.104192,2.222917,2.706401,
200805,3.425293,2.150412,2.714851,
200806,3.355717,2.110464,2.388334,
200807,4.041042,2.299514,2.584403,
200808,3.196319,2.510758,2.574081,
200809,3.448915,2.587589,2.493090,
200810,3.760846,2.527168,2.132429,
200811,2.878919,2.410257,2.158916,
200812,2.752100,2.256029,2.212740,
200901,2.780484,2.010998,2.456392,
200902,2.180188,1.529777,2.244328,
200903,2.938496,2.079159,2.169599,
200904,2.163151,2.288565,1.657989,
200905,2.594434,2.092492,1.379260,
200906,2.342268,1.842666,1.311066,
200907,2.255932,2.032547,1.969603,
200908,3.001222,2.207831,2.355840,
200909,3.204397,2.228991,2.197477,
200910,3.601317,2.231088,2.079482,
200911,2.935772,2.094223,2.458236,
200912,2.367324,2.052831,3.279985,
201001,2.070573,1.466195,2.988933,
201002,2.539621,1.446375,2.735613,
201003,2.468317,1.900030,2.816089,
201004,1.956165,1.646206,2.176505,
201005,2.283381,2.050158,1.887459,
201006,2.453163,1.814810,1.754306,
201007,2.439598,1.907417,1.338208,
201008,2.628921,2.207809,1.350308,
201009,2.799303,2.415507,1.997194,
201010,2.904061,1.908008,2.367134,
201011,2.788791,2.255249,2.379547,
201012,2.070760,2.233817,3.013342,
201101,2.635655,1.466516,3.080071,
201102,2.474375,1.486391,3.275049,
201103,3.159572,1.881965,2.911203,
201104,2.698221,1.963537,2.280700,
201105,2.554085,2.142095,2.687009,
201106,2.775302,2.113392,2.463959,
201107,2.705305,2.191098,1.422787,
201108,2.929717,2.303612,1.299380,
201109,2.871972,2.284720,1.640005,
201110,2.933945,2.237355,2.108780,
201111,3.261227,2.149819,2.828350,
201112,3.091710,2.052988,2.946743,
201201,2.653014,1.586156,2.809591,
201202,2.348004,1.562683,3.251386,
201203,3.262298,2.045630,2.719397,
201204,2.290640,2.255957,2.396179,
201205,2.321625,2.261647,2.403154,
201206,2.399387,1.800041,2.111486,
201207,2.704991,2.539522,1.327371,
201208,2.710421,2.285479,1.566297,
201209,2.813621,2.406326,1.603426,
201210,2.776084,2.456697,1.964900,
201211,2.791398,2.128802,2.519854,
201212,2.451841,2.181632,3.101313,
201301,2.694327,1.467115,3.156005,
201302,1.902576,1.648726,2.747205,
201303,2.271681,1.434967,2.545205,
201304,1.894729,2.082199,1.831822,
201305,1.366930,2.011952,1.625444,
201306,1.569034,1.898266,1.446650,
201307,1.919015,2.347297,1.553715,
201308,2.416869,2.081760,1.523442,
201309,2.206905,2.261215,1.616214,
201310,2.945193,2.385797,1.917843,
201311,2.204378,2.142551,2.198270,
201312,1.877324,1.966052,3.086545,
201401,2.130910,1.359059,2.889183,
201402,2.226460,1.926737,2.711206,
201403,1.863625,2.357260,2.224270,
201404,1.509595,1.859325,1.994520,
201405,1.803366,2.000587,1.695828,
201406,2.045363,1.534343,1.848434,
201407,2.441380,2.384617,1.531325,
201408,1.807040,2.308979,1.527576,
201409,1.942477,2.643175,1.554631,
201410,2.705355,2.392561,1.456462,
201411,2.548186,2.100354,2.501340,
201412,1.981959,2.020417,2.493843,
201501,2.197390,1.796542,2.800652,
201502,1.936064,1.693864,2.522908,
201503,2.009475,1.975266,2.434649,
201504,1.648614,1.833566,1.819057,
201505,1.885464,2.099584,1.499435,
201506,1.773657,1.901347,1.449148,
201507,2.099824,2.202666,1.450613,
201508,2.375328,2.165142,1.477411,
201509,2.117250,2.194736,1.355735,
201510,2.307348,2.280929,1.841189,
201511,2.391523,1.980317,2.209525,
201512,2.385824,2.021792,2.632216,
201601,2.237769,1.813474,2.813070,
201602,2.093733,1.990309,2.252043,
201603,1.609206,2.245410,2.157593,
201604,1.377281,2.240277,1.559984,
201605,1.457712,2.176460,1.338391,
201606,1.741281,1.803495,1.195795,
201607,1.848082,2.378281,1.243047,
201608,1.719608,2.430281,1.320100,
201609,1.853642,2.305155,1.607604,
201610,2.051408,2.319407,2.129421,
201611,2.071808,2.157575,2.651132,
201612,2.085375,2.038825,3.035347,
201701,1.936665,2.062997,3.473630,
201702,1.960281,1.789283,2.762939,
201703,1.503919,2.049867,2.207648,
201704,1.528645,2.229989,1.754454,
201705,1.738962,2.328510,1.377501,
201706,1.765652,2.380700,1.490556,
201707,1.908146,2.377290,1.312474,
201708,1.950716,2.954021,1.369821,
201709,1.797423,2.616336,1.412216,
201710,1.999372,2.368867,1.889526,
201711,1.733906,2.303176,2.443793,
201712,1.950115,2.446888,2.860224,
201801,2.173770,2.352897,2.710918,
201802,1.989470,2.001840,3.753898,
201803,1.996975,2.275007,3.110523,
201804,1.262374,1.903709,1.328235,
201805,1.525780,2.084181,1.161328,
201806,1.478779,2.333947,1.161058,
201807,1.566564,2.870022,1.115253,
201808,1.646933,2.676141,1.179369,
201809,1.590152,2.536488,1.276921,
201810,1.871565,2.859346,1.758791,
201811,1.849059,2.061550,2.733118,
201812,1.814196,2.500837,3.676548,
201901,1.666113,2.097789,3.749057,
201902,1.501433,2.145938,2.909743,
201903,1.699133,2.308855,2.341844,
201904,1.630826,2.576239,1.699369,
201905,1.453958,2.210661,1.163939,
201906,1.427788,2.524170,0.762079,
201907,1.594967,2.786107,1.013587,
201908,1.461219,2.772662,1.074509,
201909,1.410367,2.826852,1.193175,
201910,1.588593,2.840971,1.717662,
201911,1.403908,2.389724,2.122179,
201912,1.523549,2.300987,2.927827,
202001,1.555098,2.268370,3.667873,
202002,1.135432,2.465364,2.894765,
202003,1.293325,2.440631,2.765001,
202004,0.687006,1.424211,1.741718,
202005,0.704345,2.209288,1.250278,
202006,0.982792,2.355088,1.164746,
202007,1.206698,2.649050,1.270511,
202008,1.348318,2.727117,1.275167,
202009,1.382079,2.515090,1.309530,
202010,1.144674,2.936342,1.632764,
202011,1.474208,2.499127,2.799384,
202012,1.383901,2.573147,3.237643,
202101,1.222844,2.259491,3.463609,
202102,1.303575,1.782436,3.057137,
202103,1.193228,2.577161,3.084926,
202104,1.414960,2.194257,2.166526,
202105,1.162981,2.863962,1.289050,
202106,1.265873,2.678595,1.105760,
202107,1.478288,2.533970,1.078731,
202108,1.243532,3.257264,1.066573,
202109,1.281029,2.841501,1.216374,
202110,1.360699,2.577969,1.998217,
202111,1.322148,2.911479,2.523281,
202112,1.281046,2.492510,3.220779,
202201,1.142742,2.531185,3.371586,
202202,1.098116,2.447080,2.675315,
202203,1.194491,2.771051,2.639201,
202204,1.120433,2.174249,1.543483,
202205,1.221052,2.971805,1.217581,
202206,1.268108,2.316316,1.040916,
202207,1.206596,2.952045,0.974296,
202208,1.054448,2.779354,0.926584,
202209,1.017166,3.137540,1.054163,
202210,1.058217,2.703605,1.352856,
202211,1.268786,2.738840,2.043850,
202212,1.101351,2.904873,2.771893,
202301,0.822383,2.550189,2.729262,
202302,0.747360,2.559896,2.739888,
202303,0.856098,2.723966,2.118663,
202304,0.926985,2.474579,1.594009,
202305,0.879837,2.469879,1.003569,
202306,0.787164,2.340431,0.740639,
202307,0.772302,2.980686,0.899657,
202308,0.885472,3.245333,0.862134,
202309,0.801541,2.790191,0.927155,
202310,0.674245,2.747602,1.316893,
202311,0.763339,2.709245,2.282391,
202312,0.837580,3.217675,2.935771,
202401,0.649940,2.184537,3.276976,
202402,0.617191,2.560147,2.402298,
202403,0.776965,2.720300,2.327527,
202404,0.550019,2.802597,1.141935,
202405,0.654565,2.695046,0.998310,
202406,0.714561,3.509661,0.878841,
202407,0.723362,2.975762,1.001651,
202408,0.643402,2.916814,0.917021,
202409,0.614362,2.960015,0.928415,
202410,0.709420,2.916912,1.489769,
202411,0.742390,3.194483,2.601193,
202412,0.645577,3.026036,2.931389,
202501,0.635399,2.329764,3.012404,
202502,0.766038,2.174039,3.042969,
202503,0.573737,2.921432,2.097738,
202504,0.488726,2.894290,1.372327,
202505,0.606944,2.878278,1.093074,
202506,0.710767,,1.044536,
202507,,,,
202508,,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
